CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11088557','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',166315,'2','1','1','1',675,1,-6,-6,-6,'-6','-6','-6','1','1','1',1165,2.57
'11088564','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',390573,'1','1','1','1',1767,1,-6,-6,-6,'2','-6','-6','1','1','1',2450,2.868
'11088567','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',292556,'1','1','1','1',1360,1,-6,-6,-6,'2','-6','-6','1','1','1',1857,2.781
'11088571','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',447762,'2','1','1','1',1907,1,-6,-6,-6,'-6','-6','-6','1','1','1',3300,1.707
'11088573','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',417954,'1','1','1','1',1662,1,36791,100,-6,'1','-6','-6','1','1','1',2337,2.494
'11088575','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',447154,'-9','1','1','-9',1739,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1725,3.095
'11088585','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',272350,'1','1','1','1',1272,1,-6,-6,-6,'2','-6','-6','1','1','1',1999,3.738
'11088594','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',331038,'2','1','1','2',1894,1,-6,-6,-6,'-6','-6','-6','1','1','2',1816,5.341
'11088609','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',422405,'2','1','1','2',1800,1,-6,-6,-6,'-6','-6','-6','1','1','2',1744,3.441
'11088609','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,36253,'-6','2','1','-6','3','2',-6,8.379
'11088617','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',504581,'2','1','1','1',2814,1,-6,-6,-6,'-6','-6','-6','1','1','1',3077,3.453
'11088619','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',191873,'2','1','1','1',773,1,-6,-6,-6,'-6','-6','-6','1','1','1',1687,2.623
'11088620','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',278883,'1','1','1','1',1604,1,9002,0,-6,'1','-6','-6','1','1','1',1932,5.759
'11088623','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',418755,'-9','1','1','-9',1422,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1780,2.247
'11088626','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',276687,'-9','1','1','-9',1273,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1536,3.865
'11088627','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',403782,'2','1','1','2',1569,1,-6,-6,-6,'-6','-6','-6','1','1','2',1682,3.574
'11088635','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',608226,'2','1','1','1',4559,1,-6,-6,-6,'-6','-6','-6','1','1','1',1450,3.251
'11088642','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',516210,'2','1','1','1',1557,1,-6,-6,-6,'-6','-6','-6','1','1','1',3065,3.284
'11088646','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',293022,'2','1','1','1',1339,1,-6,-6,-6,'-6','-6','-6','1','1','1',1418,3.331
'11088651','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',460629,'2','1','1','1',2469,1,-6,-6,-6,'-6','-6','-6','1','1','1',3829,3.779
'11088657','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',531714,'1','1','1','1',1910,1,-6,-6,-6,'2','-6','-6','1','1','1',3017,3.304
'11088658','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',282293,'1','1','1','1',1149,1,-6,-6,-6,'2','-6','-6','1','1','1',1418,3.646
'11088663','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',266370,'1','1','1','1',1304,1,-6,-6,-6,'2','-6','-6','1','1','1',1612,3.528
'11088667','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',261400,'2','1','1','1',1567,1,-6,-6,-6,'-6','-6','-6','1','1','1',2356,2.876
'11088668','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',539327,'2','1','1','1',2025,1,-6,-6,-6,'-6','-6','-6','1','1','1',2599,2.383
'11088668','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,87382,'-6','1','1','-6','3','2',477,2.112
'11088686','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',462386,'2','1','1','1',1937,1,-6,-6,-6,'-6','-6','-6','1','1','1',3612,2.729
'11088702','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',118164,'2','1','2','1',597,1,-6,-6,-6,'-6','-6','-6','1','1','1',982,4.127
'11088703','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',214811,'1','1','1','2',916,1,62254,100,-6,'1','-6','-6','1','1','2',2103,3.708
'11088706','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',441318,'1','1','1','2',2923,1,-6,-6,-6,'2','-6','-6','1','1','2',1382,2.574
'11088725','2','0','0','0','0','0','1','0','0','0','0','1','0','2','0','0','0','1',373038,'2','1','1','1',2305,1,-6,-6,-6,'-6','-6','-6','1','1','1',3368,6.373
'11088725','0','0','0','0','2','0','1','0','0','0','0','1','0','2','0','0','0','1',109861,'2','1','1','2',506,2,-6,-6,-6,'-6','-6','-6','1','2','2',588,6.23
'11088726','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',574722,'-9','1','1','-9',4185,1,-6,-6,-6,'-6','-6','-6','-9','1','2',3831,6.498
'11088727','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',243928,'-9','1','1','-9',1596,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1550,7.074
'11088735','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',373991,'-9','1','1','-9',2135,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2443,6.345
'11088739','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',198681,'1','1','1','2',1770,1,-6,-6,-6,'2','-6','-6','1','1','2',1242,2.061
'11088753','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',278434,'1','1','1','1',1691,1,-6,-6,-6,'2','-6','-6','1','1','1',2130,2.305
'11088754','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',365874,'1','1','1','1',1468,1,-6,-6,-6,'2','-6','-6','1','1','1',1597,3.026
'11088755','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',279963,'2','1','1','1',1213,1,-6,-6,-6,'-6','-6','-6','1','1','1',1590,3.046
'11088789','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',405605,'1','1','1','1',1683,1,-6,-6,-6,'2','-6','-6','1','1','1',2249,3
'11088792','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',193970,'2','1','1','1',1728,1,-6,-6,-6,'-6','-6','-6','1','1','1',1656,7.053
'11088801','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',153754,'2','1','1','1',703,1,-6,-6,-6,'-6','-6','-6','1','1','1',1016,3.358
'11088824','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',139600,'1','1','1','1',797,1,-6,-6,-6,'2','-6','-6','1','1','1',1356,3.575
'11088829','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,25740,'-6','1','2','-6','3','2',-9,5.417
'11088830','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',514797,'2','1','2','1',2143,1,-6,-6,-6,'-6','-6','-6','1','1','1',2745,3.83
'11088832','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',171028,'1','1','1','1',727,1,-6,-6,-6,'2','-6','-6','1','1','1',2339,3.006
'11088840','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',422370,'1','1','1','1',2143,1,-6,-6,-6,'2','-6','-6','1','1','1',2640,2.209
'11088845','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',198107,'1','1','1','1',1004,1,-6,-6,-6,'2','-6','-6','1','1','1',1904,2.827
'11088848','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',244371,'1','1','1','2',1409,1,-6,-6,-6,'2','-6','-6','1','1','1',2213,3.448
'11088849','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',300409,'1','1','1','1',1690,1,-9,100,-6,'1','-6','-6','1','1','1',2962,4.98
'11088857','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',37025,'-6','2','1','1',358,1,-6,-6,-6,'-6','-6','-6','1','1','1',662,1.799
'11088858','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',315611,'2','1','1','1',1112,1,-6,-6,-6,'-6','-6','-6','1','1','1',1956,2.477
'11088865','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',288856,'2','1','1','1',1357,1,-6,-6,-6,'-6','-6','-6','1','1','1',1713,4.173
'11088867','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',136663,'2','1','1','1',962,1,-6,-6,-6,'-6','-6','-6','1','1','2',1037,3.03
'11088868','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',207129,'1','1','1','1',928,1,-6,-6,-6,'2','-6','-6','1','1','1',1064,3.597
'11088877','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',388213,'1','1','1','2',3271,1,54351,89,-6,'1','-6','-6','1','1','1',1778,1.925
'11088879','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',52373,'2','1','1','2',262,1,-6,-6,-6,'-6','-6','-6','1','1','1',1181,1.401
'11088890','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',3110270,'1','1','1','1',17531,1,-6,-6,-6,'2','-6','-6','1','1','2',2768,2.31
'11088894','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','1',375409,'1','1','1','1',1440,1,-6,-6,-6,'2','-6','-6','1','1','2',2609,1.594
'11088894','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','1',50031,'-6','2','1','2',400,2,-6,-6,-6,'-6','-6','-6','1','2','2',396,5.655
'11088896','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',380020,'2','1','1','1',2420,1,-6,-6,-6,'-6','-6','-6','1','1','1',3319,6.895
'11088897','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',348921,'-9','1','1','-9',1262,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1586,2.422
'11088905','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',204559,'1','1','1','1',1091,1,-6,-6,-6,'2','-6','-6','1','1','2',1128,2.37
'11088916','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',311495,'1','1','1','2',1093,1,-6,-6,-6,'2','-6','-6','1','1','2',3091,2.716
'11088918','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',350303,'1','1','1','2',1392,1,-6,-6,-6,'2','-6','-6','1','1','1',2238,2.972
'11088919','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',171023,'2','1','2','1',762,1,-6,-6,-6,'-6','-6','-6','1','1','1',1089,3.526
'11088922','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',361606,'2','1','1','1',1701,1,-6,-6,-6,'-6','-6','-6','1','1','1',2476,3.534
'11088924','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',269258,'2','1','1','2',1839,1,-6,-6,-6,'-6','-6','-6','1','1','2',1376,4.145
'11088924','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,47083,'-6','1','1','-6','3','2',572,4.536
'11088940','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',7105,'1','1','1','2',40,1,-6,-6,-6,'2','-6','-6','1','1','2',1719,2.282
'11088941','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',266778,'2','1','1','-9',1357,1,-6,-6,-6,'-6','-6','-6','1','1','1',1643,2.337
'11088944','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',229698,'-9','1','1','-9',1099,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1175,3.668
'11088945','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',167179,'2','1','1','1',1045,1,-6,-6,-6,'-6','-6','-6','1','1','1',1640,3.756
'11088946','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',253624,'2','1','1','1',1198,1,-6,-6,-6,'-6','-6','-6','1','1','1',1737,2.684
'11088968','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',249760,'2','1','1','2',2846,1,-6,-6,-6,'-6','-6','-6','1','1','1',2683,2.962
'11089060','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',990843,'2','1','1','1',3401,1,-6,-6,-6,'-6','-6','-6','1','1','2',5833,2.675
'11089064','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',476560,'1','1','1','1',1404,1,-6,-6,-6,'2','-6','-6','2','1','1',3241,2.269
'11089105','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',119900,'2','1','1','1',606,1,-6,-6,-6,'-6','-6','-6','1','1','1',978,5.211
'11089129','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',125378,'-9','1','1','-9',887,1,-6,-6,-6,'-6','-6','-6','-9','1','2',876,3.383
'11089254','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',212222,'1','1','1','1',1452,1,-6,-6,-6,'2','-6','-6','1','1','1',2568,2.502
'11089358','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',764442,'2','1','1','1',3178,1,-6,-6,-6,'-6','-6','-6','1','1','2',5629,2.545
'11089477','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',178951,'-9','1','1','-9',988,1,-6,-6,-6,'-6','-6','-6','-9','1','2',980,2.432
'11089503','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',290005,'2','1','1','1',2030,1,-6,-6,-6,'-6','-6','-6','1','1','1',3855,2.295
'11089533','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',179180,'1','1','2','1',999,1,27659,0,-6,'1','-6','-6','1','1','1',2023,3.327
'11089618','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',362042,'1','1','1','1',2481,1,-6,-6,-6,'2','-6','-6','1','1','1',2478,2.535
'11089653','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',266831,'2','1','1','1',1272,1,-6,-6,-6,'-6','-6','-6','1','1','1',1481,5.153
'11089676','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',174273,'2','1','1','1',741,1,-6,-6,-6,'-6','-6','-6','1','1','2',2407,3.131
'11089759','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',294655,'2','1','1','2',1021,1,-6,-6,-6,'-6','-6','-6','1','1','1',1949,3.59
'11089811','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',431274,'2','1','2','2',1364,1,-6,-6,-6,'-6','-6','-6','1','1','2',1574,3.196
'11089811','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,257602,'-6','1','1','-6','3','2',1244,5.682
'11089846','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',115684,'2','1','1','2',1245,1,-6,-6,-6,'-6','-6','-6','1','1','2',550,4.335
'11089876','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',248066,'1','1','1','2',353,1,1,0,-6,'1','-6','-6','2','1','2',1177,3.416
'11089881','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',223564,'2','1','1','1',792,1,-6,-6,-6,'-6','-6','-6','1','1','1',1451,2.847
'11089888','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',77305,'2','1','1','1',343,1,-6,-6,-6,'-6','-6','-6','1','1','1',855,3.672
'11089916','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',273549,'1','1','1','1',1213,1,-6,-6,-6,'2','-6','-6','1','1','1',1330,4.254
'11089946','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',335128,'2','1','1','2',2104,1,-6,-6,-6,'-6','-6','-6','1','1','2',1853,7.147
'11089968','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',219890,'2','1','1','1',780,1,-6,-6,-6,'-6','-6','-6','1','1','1',1976,4.196
'11090047','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',477819,'2','1','1','1',2213,1,-6,-6,-6,'-6','-6','-6','1','1','1',2861,3.044
'11090053','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',515621,'2','1','1','2',2371,1,-6,-6,-6,'-6','-6','-6','-9','1','2',3206,4.024
'11090057','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',136281,'1','1','1','2',600,1,-6,-6,-6,'2','-6','-6','1','1','2',554,3.602
'11090067','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',358120,'1','1','1','1',1528,1,-6,-6,-6,'2','-6','-6','1','1','1',1956,3.279
'11090069','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',121396,'1','1','1','1',1096,1,-6,-6,-6,'2','-6','-6','1','1','1',1421,2.656
'11090070','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',276327,'2','1','2','1',1903,1,-6,-6,-6,'-6','-6','-6','1','1','1',2296,2.443
'11090174','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',715013,'2','1','1','2',3574,1,-6,-6,-6,'-6','-6','-6','1','1','2',3515,3.632
'11090262','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',398132,'-9','1','1','2',1849,1,-6,-6,-6,'-6','-6','-6','1','1','2',1738,2.335
'11090274','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',254766,'2','1','1','1',1665,1,-6,-6,-6,'-6','-6','-6','1','1','1',2145,7.522
'11090284','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',157051,'2','1','1','1',608,1,-6,-6,-6,'-6','-6','-6','1','1','1',836,2.239
'11090294','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',246843,'2','1','1','1',2090,1,-6,-6,-6,'-6','-6','-6','1','1','1',1265,10.341
'11090298','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',141710,'1','1','2','1',1362,1,-9,-9,-6,'1','-6','-6','1','1','1',1733,2.48
'11090309','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',211285,'2','1','1','-9',1010,1,-6,-6,-6,'-6','-6','-6','1','1','2',1023,3.657
'11090318','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',341706,'2','1','1','1',1977,1,-6,-6,-6,'-6','-6','-6','1','1','1',1922,4.394
'11090322','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',656677,'1','1','1','1',2567,1,-6,-6,-6,'2','-6','-6','1','1','1',4148,2.716
'11090337','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',379055,'2','1','1','1',2183,1,-6,-6,-6,'-6','-6','-6','1','1','1',2745,3.635
'11090345','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',25189,'2','1','1','2',129,1,-6,-6,-6,'-6','-6','-6','1','1','2',407,5.125
'11090357','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',128447,'2','1','1','1',564,1,-6,-6,-6,'-6','-6','-6','1','1','1',588,2.797
'11090360','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',133271,'-6','2','1','1',611,1,-6,-6,-6,'-6','-6','-6','1','1','1',851,3.871
'11090364','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',267543,'1','1','1','1',1786,1,-6,-6,-6,'2','-6','-6','1','1','1',1640,2.495
'11090365','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',624712,'2','1','1','1',4144,1,-6,-6,-6,'-6','-6','-6','1','1','1',2817,4.911
'11090366','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',115474,'2','1','1','1',537,1,-6,-6,-6,'-6','-6','-6','1','1','2',1037,3.592
'11090417','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',1093530,'1','1','1','2',3955,1,-6,-6,-6,'2','-6','-6','1','1','2',5112,1.793
'11090424','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',166450,'2','1','1','1',822,1,-6,-6,-6,'-6','-6','-6','1','1','1',1609,4.618
'11090426','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',258637,'2','1','1','1',922,1,-6,-6,-6,'-6','-6','-6','1','1','1',2367,2.934
'11090434','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',300584,'2','1','1','2',1292,1,-6,-6,-6,'-6','-6','-6','1','1','2',1333,3.42
'11090438','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',268665,'2','1','1','1',1351,1,-6,-6,-6,'-6','-6','-6','1','1','1',1549,3.763
'11090443','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',92553,'2','1','1','1',406,1,-6,-6,-6,'-6','-6','-6','1','1','1',4962,3.721
'11090445','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',1238128,'1','1','1','1',5167,1,-6,-6,-6,'2','-6','-6','1','1','1',2808,3.529
'11090450','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',246313,'-9','1','1','-9',1018,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1065,2.595
'11090453','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',872838,'2','1','1','1',3687,1,-6,-6,-6,'-6','-6','-6','1','1','1',6747,2.691
'11090453','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,289443,'-6','2','1','-6','3','2',-6,7.151
'11090494','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',263935,'1','1','1','1',1834,1,-6,-6,-6,'2','-6','-6','1','1','1',2372,2.672
'11090497','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',217816,'-9','1','1','-9',1481,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1181,3.611
'11090500','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',289513,'1','1','1','1',1173,1,-6,-6,-6,'2','-6','-6','1','1','1',1690,2.387
'11090502','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',515262,'1','1','1','1',2396,1,-6,-6,-6,'2','-6','-6','1','1','1',2600,3.883
'11090502','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,67239,'-6','2','2','-6','3','2',-6,7.19
'11090510','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',298223,'2','1','1','1',1189,1,-6,-6,-6,'-6','-6','-6','1','1','1',29094,2.988
'11090511','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',378229,'2','1','1','1',1521,1,-6,-6,-6,'-6','-6','-6','1','1','1',2449,2.951
'11090512','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',109546,'2','1','1','2',538,1,-6,-6,-6,'-6','-6','-6','1','1','2',495,3.606
'11090524','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',208875,'2','1','1','1',1059,1,-6,-6,-6,'-6','-6','-6','1','1','1',1651,4.452
'11090538','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',235789,'-9','1','1','-9',1055,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1011,3.128
'11090540','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',365775,'2','1','1','1',1004,1,-6,-6,-6,'-6','-6','-6','1','1','1',2347,2.625
'11090545','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',331490,'2','1','1','1',1387,1,-6,-6,-6,'-6','-6','-6','1','1','1',2008,3.399
'11090546','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',207776,'2','1','1','1',1050,1,-6,-6,-6,'-6','-6','-6','1','1','1',2073,4.399
'11090550','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',181140,'1','1','1','1',1075,1,51530,9,-6,'1','-6','-6','1','1','1',3023,4.033
'11090554','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',405806,'1','1','1','1',1845,1,-6,-6,-6,'2','-6','-6','1','1','1',2014,2.856
'11090557','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',369857,'1','1','1','1',1622,1,-6,-6,-6,'2','-6','-6','1','1','2',2157,3.397
'11090558','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',386411,'2','1','1','1',1645,1,-6,-6,-6,'-6','-6','-6','1','1','2',2043,2.494
'11090562','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',374455,'1','1','1','1',1593,1,-6,-6,-6,'2','-6','-6','1','1','1',2060,2.714
'11090563','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',72565,'2','1','1','2',490,1,-6,-6,-6,'-6','-6','-6','1','1','1',671,2.254
'11090565','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',458303,'2','1','1','1',1084,1,-6,-6,-6,'-6','-6','-6','2','1','1',2145,3.523
'11090566','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',299487,'2','1','1','1',1319,1,-6,-6,-6,'-6','-6','-6','1','1','2',1832,3.24
'11090591','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',263802,'2','1','1','1',1121,1,-6,-6,-6,'-6','-6','-6','1','1','2',1379,2.878
'11090592','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',418771,'2','1','1','1',2233,1,-6,-6,-6,'-6','-6','-6','1','1','1',1248,2.058
'11090608','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',5063,'1','1','1','1',22,1,39615,0,-6,'1','-6','-6','1','1','1',671,3.021
