CONTROL,JAMMORT,JHELOCADD,JHELOCBAL,JHELOCLIM,JINTRATE,JLOANTYPE,JMISCPMT,JMORTADDTN,JMORTCLASS,JMORTLINE,JMORTTYPE,JPMTAMT,JPMTFREQ,JPMTONLY,JREFI,JREFICSH,JREFICSHAMT,JTAXPMT,AMMORT,REFI,MORTCLASS,MORTTYPE,TAXPMT,PMTONLY,MORTLINE,REFICSHAMT,MORTADDTN,HELOCLIM,REFICSH,HELOCBAL,HELOCADD,PMTFREQ,LOANTYPE,MISCPMT,PMTAMT,INTRATE
'11090630','0','0','0','0','0','0','1','0','0','0','0','0','0','0','0','0','0','1',156032,'1','1','1','1',933,1,-6,-6,-6,'2','-6','-6','1','1','1',1229,5.446
'11090630','0','0','0','0','0','0','1','0','0','0','0','0','0','2','0','0','0','1',4047,'2','1','1','2',23,2,-6,-6,-6,'-6','-6','-6','1','2','2',37,5.65
'11090686','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',414802,'2','1','1','1',2442,1,-6,-6,-6,'-6','-6','-6','1','1','2',1783,3.043
'11090726','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',279551,'2','1','1','1',1508,1,-6,-6,-6,'-6','-6','-6','1','1','1',1532,3.374
'11090751','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',10132,'2','1','1','1',60,1,-6,-6,-6,'-6','-6','-6','1','1','1',1399,5.592
'11090781','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',262976,'2','1','1','1',501,1,-6,-6,-6,'-6','-6','-6','2','1','1',730,2.395
'11090791','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',49147,'2','1','2','2',245,1,-6,-6,-6,'-6','-6','-6','1','1','2',618,1.484
'11090821','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',97575,'2','1','1','1',282,1,-6,-6,-6,'-6','-6','-6','1','1','1',540,3.129
'11090852','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',548063,'-9','1','1','-9',1885,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1920,3.16
'11090888','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',421430,'2','1','1','1',1676,1,-6,-6,-6,'-6','-6','-6','1','1','1',3935,3.452
'11091003','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',194119,'2','1','1','1',1232,1,-6,-6,-6,'-6','-6','-6','1','1','1',1487,6.033
'11091083','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',393980,'2','1','1','1',1328,1,-6,-6,-6,'-6','-6','-6','1','1','1',1785,3.34
'11091199','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',146593,'1','1','1','1',713,1,-6,-6,-6,'2','-6','-6','1','1','1',1101,4.444
'11091225','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',130361,'2','1','1','1',309,1,-6,-6,-6,'-6','-6','-6','1','1','1',2384,1.934
'11091229','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',436258,'2','1','1','1',2528,1,-6,-6,-6,'-6','-6','-6','1','1','1',4940,5.567
'11091347','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',574183,'2','1','1','1',3005,1,-6,-6,-6,'-6','-6','-6','1','1','1',3657,3.201
'11091376','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',125205,'2','1','1','2',518,1,-6,-6,-6,'-6','-6','-6','1','1','1',507,3.013
'11091390','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',278075,'2','1','1','-9',1297,1,-6,-6,-6,'-6','-6','-6','1','1','1',1441,4.394
'11091402','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',295566,'1','1','1','1',1903,1,-6,-6,-6,'2','-6','-6','1','1','1',2654,2.235
'11091402','0','0','0','0','2','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,39267,'-6','2','2','-6','3','2',-6,2.911
'11091450','0','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',286211,'2','1','1','-9',1262,1,-6,-6,-6,'-6','-6','-6','1','1','2',1542,2.295
'11091468','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',487912,'1','1','1','1',3175,1,-6,-6,-6,'2','-6','-6','1','1','1',3285,2.217
'11091539','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',604443,'2','1','1','1',2165,1,-6,-6,-6,'-6','-6','-6','1','1','1',4259,3.812
'11091540','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',266956,'2','1','1','2',1900,1,-6,-6,-6,'-6','-6','-6','1','1','2',1824,4.365
'11091541','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',80780,'2','1','1','1',291,1,-6,-6,-6,'-6','-6','-6','1','1','2',1330,1.972
'11091547','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',213498,'2','1','1','1',1198,1,-6,-6,-6,'-6','-6','-6','1','1','1',1160,4.383
'11091549','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',115046,'2','1','1','1',684,1,-6,-6,-6,'-6','-6','-6','1','1','1',1110,3.56
'11091573','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',111282,'2','1','1','1',551,1,-6,-6,-6,'-6','-6','-6','1','1','1',887,3.975
'11091575','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',190585,'2','1','1','1',805,1,-6,-6,-6,'-6','-6','-6','1','1','1',1036,4.35
'11091582','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',208601,'2','1','1','1',583,1,-6,-6,-6,'-6','-6','-6','1','1','1',1232,2.994
'11091638','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',267008,'2','1','1','1',1403,1,-6,-6,-6,'-6','-6','-6','1','1','1',1885,3.43
'11091643','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',38165,'2','1','2','2',173,1,-6,-6,-6,'-6','-6','-6','1','1','2',181,3.671
'11091645','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',22910,'1','1','1','1',149,1,-6,-6,-6,'2','-6','-6','1','1','1',1993,2.713
'11091648','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',229954,'1','1','2','1',1072,1,-6,-6,-6,'2','-6','-6','1','1','1',1269,2.834
'11091655','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',596137,'2','1','1','1',2208,1,-6,-6,-6,'-6','-6','-6','1','1','1',2639,4.113
'11091664','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',398498,'2','1','1','1',1727,1,-6,-6,-6,'-6','-6','-6','1','1','1',2118,3.146
'11091666','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',142990,'1','1','1','1',1223,1,8688,9,-6,'1','-6','-6','1','1','1',1500,4.214
'11091670','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',272459,'1','1','1','1',1839,1,-6,-6,-6,'2','-6','-6','1','1','1',2198,2.523
'11091703','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',337836,'1','1','1','2',2008,1,-6,-6,-6,'2','-6','-6','1','1','2',1797,2.624
'11091705','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',862445,'-9','1','1','2',6569,1,-6,-6,-6,'-6','-6','-6','1','1','1',7641,1.949
'11091706','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',516844,'1','1','1','2',2339,1,65771,0,-6,'1','-6','-6','1','1','2',2400,2.848
'11091706','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',65354,'1','1','1','2',511,2,61611,0,-6,'1','-6','-6','1','2','2',511,8.139
'11091709','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',337378,'2','1','2','1',1678,1,-6,-6,-6,'-6','-6','-6','1','1','1',2123,5.092
'11091715','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',146920,'2','1','1','1',1165,1,-6,-6,-6,'-6','-6','-6','1','1','1',1371,5.258
'11091720','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',199785,'2','1','1','2',917,1,-6,-6,-6,'-6','-6','-6','1','1','1',1212,3.508
'11091722','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',370298,'2','1','1','1',1543,1,-6,-6,-6,'-6','-6','-6','1','1','1',2447,3.425
'11091723','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',145668,'2','1','1','1',717,1,-6,-6,-6,'-6','-6','-6','1','1','1',1153,4.005
'11091726','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',254158,'1','1','1','1',1234,1,-6,-6,-6,'2','-6','-6','1','1','1',1323,4.191
'11091726','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,19668,'-6','1','1','-6','3','2',74,6.243
'11091733','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',263965,'2','1','1','-9',1053,1,-6,-6,-6,'-6','-6','-6','1','1','2',1256,3.332
'11091747','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',220077,'2','1','1','1',1189,1,-6,-6,-6,'-6','-6','-6','1','1','1',1615,3.522
'11091755','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',492383,'2','1','1','-9',2131,1,-6,-6,-6,'-6','-6','-6','1','1','2',3776,2.553
'11091757','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',377366,'2','1','1','1',1893,1,-6,-6,-6,'-6','-6','-6','1','1','1',1652,3.294
'11091760','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',469110,'1','1','1','1',1708,1,-6,-6,-6,'2','-6','-6','1','1','2',1493,3.031
'11091763','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',160248,'2','1','1','1',751,1,-6,-6,-6,'-6','-6','-6','1','1','1',2392,3.454
'11091770','0','0','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0',49867,'2','1','1','1',-6,1,-6,-6,-6,'-6','-6','-6','-9','1','1',-9,6.267
'11091784','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',434385,'2','1','1','-9',1764,1,-6,-6,-6,'-6','-6','-6','1','1','2',1759,2.714
'11091786','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',222932,'1','1','1','2',1017,1,-6,-6,-6,'2','-6','-6','1','1','2',679,3.462
'11091796','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',382019,'2','1','1','1',1690,1,-6,-6,-6,'-6','-6','-6','1','1','1',1646,2.87
'11091799','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',322539,'2','1','1','1',1217,1,-6,-6,-6,'-6','-6','-6','1','1','1',1604,2.94
'11091809','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',477136,'2','1','1','1',1606,1,-6,-6,-6,'-6','-6','-6','1','1','2',2352,2.8
'11091812','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',1370607,'2','1','1','1',3164,1,-6,-6,-6,'-6','-6','-6','2','1','1',2967,4.034
'11091816','0','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',197517,'2','1','1','1',698,1,-6,-6,-6,'-6','-6','-6','1','1','2',840,2.384
'11091842','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',625129,'2','1','1','1',2479,1,-6,-6,-6,'-6','-6','-6','1','1','1',3628,4.481
'11091846','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',530915,'1','1','1','1',2358,1,-6,-6,-6,'2','-6','-6','1','1','2',1800,3.779
'11091851','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',367719,'1','1','1','1',2637,1,-6,-6,-6,'2','-6','-6','1','1','1',2215,2.186
'11091853','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',603765,'-9','1','1','-9',2403,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2543,2.951
'11091867','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',1188708,'-9','1','1','-9',8007,1,-6,-6,-6,'-6','-6','-6','-9','1','2',7355,6.14
'11091868','2','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',466287,'2','1','1','1',1720,1,-6,-6,-6,'-6','-6','-6','1','1','1',2018,2.259
'11091871','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',103263,'2','1','1','2',461,1,-6,-6,-6,'-6','-6','-6','1','1','2',479,3.484
'11091872','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',280567,'2','1','1','1',1092,1,-6,-6,-6,'-6','-6','-6','1','1','1',1704,2.429
'11091881','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',351957,'2','1','1','1',2841,1,-6,-6,-6,'-6','-6','-6','1','1','1',2283,3.528
'11091897','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',10767,'-6','2','1','2',257,1,-6,-6,-6,'-6','-6','-6','1','1','2',260,7.507
'11091901','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',51222,'-9','1','1','-9',178,1,-6,-6,-6,'-6','-6','-6','-9','1','2',185,1.461
'11091963','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',81431,'2','1','1','1',455,1,-6,-6,-6,'-6','-6','-6','1','1','1',777,5.101
'11091993','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',164649,'2','1','1','1',1173,1,-6,-6,-6,'-6','-6','-6','1','1','1',1295,3.337
'11092047','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',38973,'-9','1','1','-9',306,1,-6,-6,-6,'-6','-6','-6','-9','1','2',443,7.139
'11092049','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',608134,'1','1','1','1',1799,1,-6,-6,-6,'2','-6','-6','1','1','1',2676,2.13
'11092072','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',527666,'2','1','1','1',3198,1,-6,-6,-6,'-6','-6','-6','1','1','1',2221,4.764
'11092077','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',381080,'2','1','2','2',2102,1,-6,-6,-6,'-6','-6','-6','1','1','2',2856,7.254
'11092082','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',405009,'2','1','1','1',1281,1,-6,-6,-6,'-6','-6','-6','1','1','1',1873,2.187
'11092106','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',359712,'2','1','1','1',1845,1,-6,-6,-6,'-6','-6','-6','1','1','1',1869,4.315
'11092226','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',355958,'1','1','1','1',1127,1,-6,-6,-6,'2','-6','-6','1','1','1',3250,2.774
'11092291','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',132573,'2','1','1','1',680,1,-6,-6,-6,'-6','-6','-6','1','1','1',1003,4.443
'11092303','0','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',491227,'2','1','1','1',1881,1,-6,-6,-6,'-6','-6','-6','1','1','1',4666,3.787
'11092331','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',519503,'2','1','1','1',2399,1,-6,-6,-6,'-6','-6','-6','1','1','2',3456,3.501
'11092340','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',253044,'2','1','1','1',1140,1,-6,-6,-6,'-6','-6','-6','1','1','2',1364,4.098
'11092378','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',353801,'2','1','1','1',1473,1,-6,-6,-6,'-6','-6','-6','1','1','1',2189,2.97
'11092422','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',515877,'1','1','1','1',1241,1,-6,-6,-6,'2','-6','-6','2','1','2',2568,2.673
'11092423','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',388833,'2','1','1','2',2794,1,-6,-6,-6,'-6','-6','-6','1','1','2',1786,6.108
'11092427','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',443208,'-9','1','1','-9',2067,1,-6,-6,-6,'-6','-6','-6','-9','1','2',2067,4.217
'11092434','2','0','0','0','0','0','0','0','0','0','0','1','0','2','0','0','0','0',381065,'2','1','1','1',1439,1,-6,-6,-6,'-6','-6','-6','1','1','1',2047,5.62
'11092440','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',40964,'2','1','1','1',239,1,-6,-6,-6,'-6','-6','-6','1','1','1',816,2.269
'11092441','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',320194,'1','1','2','1',2030,1,-6,-6,-6,'2','-6','-6','1','1','1',2844,3.418
'11092466','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',308419,'1','1','1','1',1175,1,-9,-9,-6,'1','-6','-6','1','1','1',1169,2.637
'11092475','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',393736,'2','1','1','1',1378,1,-6,-6,-6,'-6','-6','-6','1','1','1',2567,2.572
'11092486','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',46381,'-9','1','1','-9',158,1,-6,-6,-6,'-6','-6','-6','-9','1','2',175,2.689
'11092496','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',462956,'1','1','2','1',1909,1,-6,-6,-6,'2','-6','-6','1','1','1',3101,2.645
'11092499','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',262373,'1','1','1','1',1095,1,-6,-6,-6,'2','-6','-6','1','1','1',1845,3.236
'11092506','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',193710,'2','1','1','1',901,1,-6,-6,-6,'-6','-6','-6','1','1','1',1579,4.123
'11092507','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',316415,'1','1','1','1',1452,1,-6,-6,-6,'2','-6','-6','1','1','1',2731,2.982
'11092520','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',264146,'2','1','1','1',1055,1,-6,-6,-6,'-6','-6','-6','1','1','1',2326,3.187
'11092528','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',183653,'2','1','1','1',884,1,-6,-6,-6,'-6','-6','-6','1','1','1',1108,4.002
'11092530','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,123759,'-6','1','1','-6','3','2',761,8.417
'11092532','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',108292,'2','1','1','2',509,1,-6,-6,-6,'-6','-6','-6','1','1','2',496,3.138
'11092538','0','0','0','0','0','0','0','0','0','0','0','1','0','0','0','0','0','0',215715,'2','1','1','1',1488,1,-6,-6,-6,'-6','-6','-6','1','1','1',1687,5.681
'11092542','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',72614,'2','1','1','1',319,1,-6,-6,-6,'-6','-6','-6','1','1','1',772,3.082
'11092557','0','0','0','0','2','0','0','0','0','0','0','0','0','2','0','0','0','0',491388,'2','1','1','1',1713,1,-6,-6,-6,'-6','-6','-6','1','1','1',3702,2.985
'11092585','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',81708,'2','1','1','1',344,1,-6,-6,-6,'-6','-6','-6','1','1','2',1726,2.991
'11092587','2','0','0','0','2','0','0','0','0','0','0','1','0','0','0','0','0','0',551647,'2','1','1','1',-6,1,-6,-6,-6,'-6','-6','-6','1','1','2',-9,3.145
'11092590','2','0','0','0','2','0','0','0','1','2','1','1','0','2','0','0','0','0',205114,'-9','1','1','-9',1578,1,-6,-6,-6,'-6','-6','-6','-9','1','2',1619,8.696
'11092598','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',319558,'2','1','1','1',1413,1,-6,-6,-6,'-6','-6','-6','1','1','1',1464,3.261
'11092614','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',365434,'2','1','1','-9',1307,1,-6,-6,-6,'-6','-6','-6','1','1','1',2417,2.992
'11092620','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',275352,'2','1','1','1',1555,1,-6,-6,-6,'-6','-6','-6','1','1','1',3484,3.151
'11092624','2','0','0','0','0','0','0','0','0','0','0','0','0','2','0','0','0','0',540486,'2','1','1','1',3500,1,-6,-6,-6,'-6','-6','-6','1','1','1',3195,4.045
'11092636','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',190824,'2','1','1','1',899,1,-6,-6,-6,'-6','-6','-6','1','1','1',1206,3.446
'11092641','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',484934,'2','1','1','1',2044,1,-6,-6,-6,'-6','-6','-6','1','1','1',2951,2.593
'11092647','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',716793,'2','1','2','1',3997,1,-6,-6,-6,'-6','-6','-6','1','1','1',5347,5.24
'11092658','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',318444,'1','1','1','1',1251,1,-6,-6,-6,'2','-6','-6','1','1','1',1880,2.017
'11092662','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',581604,'2','1','1','1',2768,1,-6,-6,-6,'-6','-6','-6','1','1','1',3157,2.989
'11092662','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,2,-6,-6,101513,'-6','1','1','-6','3','2',236,6.784
'11092663','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',4765282,'2','1','1','1',28915,1,-6,-6,-6,'-6','-6','-6','1','1','1',4474,2.07
'11092668','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',329297,'1','1','1','1',1389,1,-6,-6,-6,'2','-6','-6','1','1','1',1663,2.243
'11092670','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',330722,'2','1','1','1',2034,1,-6,-6,-6,'-6','-6','-6','1','1','1',2668,7.116
'11092675','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,130138,'-6','2','2','-6','3','2',-6,8.074
'11092688','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',146377,'2','1','2','1',836,1,-6,-6,-6,'-6','-6','-6','1','1','1',1194,3.409
'11092697','2','0','0','0','2','0','0','0','0','0','0','1','0','2','0','0','0','0',494264,'2','1','1','1',2056,1,-6,-6,-6,'-6','-6','-6','1','1','1',2617,3.544
'11092698','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',306634,'1','1','1','1',1758,1,-6,-6,-6,'2','-6','-6','1','1','2',2647,2.106
'11092701','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',-6,'-6','3','-6','-6',-6,1,-6,-6,148372,'-6','1','1','-6','3','2',194,6.055
'11092714','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0','0',282652,'2','1','1','1',1319,1,-6,-6,-6,'-6','-6','-6','1','1','1',2182,2.842
